%time,field.header.stamp,field.header.frame_id,field.latitude,,,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.Zone,field.letter
1.61E+18,0,,42.2079413N,42.207941,71.052522,71.0525228W,21.5 m,330565.8924,4674903.468,19,T
1.61E+18,0,,42.2079372N,42.207937,71.052534,71.0525344W,21.3 m,330564.9239,4674903.035,19,T
1.61E+18,0,,42.2079345N,42.207934,71.052551,71.0525512W,21.4 m,330563.5298,4674902.769,19,T
1.61E+18,0,,42.2079303N,42.20793,71.052571,71.0525711W,22.4 m,330561.8757,4674902.342,19,T
1.61E+18,0,,42.2079244N,42.207924,71.05259W,71.05259W,25.2 m,330560.2997,4674901.725,19,T
1.61E+18,0,,42.2079243N,42.207924,71.052613,71.0526133W,25.4 m,330558.376,4674901.76,19,T
1.61E+18,0,,42.2079217N,42.207921,71.05264,71.0526403W,25.0 m,330556.1401,4674901.525,19,T
1.61E+18,0,,42.2079179N,42.207917,71.052665,71.0526654W,24.7 m,330554.0579,4674901.153,19,T
1.61E+18,0,,42.2079138N,42.207913,71.05269,71.0526902W,24.3 m,330551.9996,4674900.747,19,T
1.61E+18,0,,42.2079071N,42.207907,71.052713,71.0527137W,24.5 m,330550.0417,4674900.049,19,T
1.61E+18,0,,42.2079071N,42.207907,71.052742,71.0527426W,23.0 m,330547.6559,4674900.107,19,T
1.61E+18,0,,42.2079048N,42.207904,71.052769,71.0527695W,22.3 m,330545.4291,4674899.905,19,T
1.61E+18,0,,42.2079018N,42.207901,71.052795,71.0527958W,21.5 m,330543.2499,4674899.624,19,T
1.61E+18,0,,42.2078975N,42.207897,71.052817,71.0528175W,21.6 m,330541.4471,4674899.19,19,T
1.61E+18,0,,42.2078919N,42.207891,71.052838,71.052838W,21.8 m,330539.7397,4674898.609,19,T
1.61E+18,0,,42.2078875N,42.207887,71.05286,71.0528601W,22.2 m,330537.9036,4674898.164,19,T
1.61E+18,0,,42.2078835N,42.207883,71.052882,71.0528826W,23.1 m,330536.0354,4674897.765,19,T
1.61E+18,0,,42.2078814N,42.207881,71.052908,71.0529082W,24.1 m,330533.9165,4674897.582,19,T
1.61E+18,0,,42.2078728N,42.207872,71.052934,71.052934W,24.3 m,330531.7636,4674896.679,19,T
1.61E+18,0,,42.2078653N,42.207865,71.05296,71.0529607W,26.4 m,330529.5394,4674895.899,19,T
1.61E+18,0,,42.207857N,42.207857,71.052978,71.0529788W,33.3 m,330528.023,4674895.013,19,T
1.61E+18,0,,42.2078587N,42.207858,71.053014,71.0530142W,33.9 m,330525.1052,4674895.272,19,T
1.61E+18,0,,42.2078389N,42.207838,71.053037,71.0530377W,38.9 m,330523.1122,4674893.121,19,T
1.61E+18,0,,42.2078238N,42.207823,71.053068,71.0530685W,40.6 m,330520.5292,4674891.505,19,T
1.61E+18,0,,42.2078137N,42.207813,71.053096,71.0530967W,41.9 m,330518.1742,4674890.44,19,T
1.61E+18,0,,42.2078079N,42.207807,71.053131,71.0531313W,40.4 m,330515.3024,4674889.864,19,T
1.61E+18,0,,42.2077971N,42.207797,71.05316,71.0531603W,41.1 m,330512.8795,4674888.723,19,T
1.61E+18,0,,42.2077914N,42.207791,71.053189,71.0531898W,40.9 m,330510.4289,4674888.149,19,T
1.61E+18,0,,42.2077836N,42.207783,71.053216,71.0532169W,40.9 m,330508.1709,4674887.336,19,T
1.61E+18,0,,42.2077743N,42.207774,71.05324,71.0532405W,42.2 m,330506.1977,4674886.351,19,T
1.61E+18,0,,42.2077748N,42.207774,71.05327,71.0532704W,41.8 m,330503.7307,4674886.466,19,T
1.61E+18,0,,42.2077778N,42.207777,71.053306,71.0533066W,39.5 m,330500.7504,4674886.871,19,T
1.61E+18,0,,42.2077829N,42.207782,71.053334,71.0533343W,38.3 m,330498.4773,4674887.492,19,T
1.61E+18,0,,42.2077889N,42.207788,71.053362,71.0533624W,37.0 m,330496.1736,4674888.214,19,T
1.61E+18,0,,42.2077918N,42.207791,71.053384,71.0533849W,37.1 m,330494.3239,4674888.581,19,T
1.61E+18,0,,42.2077943N,42.207794,71.053401,71.0534019W,35.7 m,330492.9272,4674888.892,19,T
1.61E+18,0,,42.207794N,42.207794,71.053417,71.0534174W,32.2 m,330491.6468,4674888.89,19,T
1.61E+18,0,,42.207794N,42.207794,71.053424,71.0534249W,30.6 m,330491.0277,4674888.905,19,T
1.61E+18,0,,42.2077971N,42.207797,71.053431,71.0534314W,30.6 m,330490.4994,4674889.262,19,T
1.61E+18,0,,42.2077961N,42.207796,71.053434,71.0534344W,30.1 m,330490.249,4674889.157,19,T
1.61E+18,0,,42.2077973N,42.207797,71.053436,71.053436W,30.0 m,330490.1202,4674889.293,19,T
1.61E+18,0,,42.207799N,42.207799,71.053439,71.0534391W,29.6 m,330489.8688,4674889.488,19,T
1.61E+18,0,,42.2078014N,42.207801,71.053442,71.0534421W,29.1 m,330489.6276,4674889.761,19,T
1.61E+18,0,,42.2078037N,42.207803,71.053445,71.053445W,28.8 m,330489.3943,4674890.022,19,T
1.61E+18,0,,42.2078057N,42.207805,71.053447,71.0534473W,28.6 m,330489.2098,4674890.248,19,T
1.61E+18,0,,42.2078061N,42.207806,71.053449,71.0534493W,28.3 m,330489.0458,4674890.297,19,T
1.61E+18,0,,42.2078068N,42.207806,71.053452,71.0534523W,28.1 m,330488.8,4674890.381,19,T
1.61E+18,0,,42.2078072N,42.207807,71.053455,71.0534556W,28.2 m,330488.5286,4674890.432,19,T
1.61E+18,0,,42.2078072N,42.207807,71.053459,71.0534599W,28.8 m,330488.1736,4674890.44,19,T
1.61E+18,0,,42.2078068N,42.207806,71.053462,71.0534622W,28.9 m,330487.9827,4674890.4,19,T
1.61E+18,0,,42.2078078N,42.207807,71.053466,71.0534666W,29.7 m,330487.6221,4674890.52,19,T
1.61E+18,0,,42.2078071N,42.207807,71.053466,71.0534663W,29.7 m,330487.645,4674890.442,19,T
1.61E+18,0,,42.2078061N,42.207806,71.053466,71.0534667W,29.9 m,330487.6093,4674890.331,19,T
1.61E+18,0,,42.2078054N,42.207805,71.053468,71.0534683W,29.9 m,330487.4754,4674890.257,19,T
1.61E+18,0,,42.207805N,42.207805,71.05347,71.0534709W,30.1 m,330487.2597,4674890.218,19,T
1.61E+18,0,,42.2078056N,42.207805,71.053472,71.0534725W,30.4 m,330487.1292,4674890.288,19,T
1.61E+18,0,,42.2078053N,42.207805,71.053472,71.0534726W,30.5 m,330487.1201,4674890.254,19,T
1.61E+18,0,,42.207806N,42.207806,71.053474,71.0534743W,30.7 m,330486.9817,4674890.336,19,T
1.61E+18,0,,42.2078066N,42.207806,71.053474,71.0534749W,30.9 m,330486.9337,4674890.403,19,T
1.61E+18,0,,42.2078066N,42.207806,71.053474,71.0534747W,31.2 m,330486.9502,4674890.403,19,T
1.61E+18,0,,42.2078072N,42.207807,71.053474,71.0534743W,31.4 m,330486.9849,4674890.469,19,T
1.61E+18,0,,42.2078074N,42.207807,71.053473,71.0534737W,31.7 m,330487.0349,4674890.49,19,T
1.61E+18,0,,42.2078076N,42.207807,71.053474,71.0534745W,32.1 m,330486.9694,4674890.514,19,T
1.61E+18,0,,42.207809N,42.207809,71.053474,71.0534742W,32.0 m,330486.9979,4674890.668,19,T
1.61E+18,0,,42.2078092N,42.207809,71.053474,71.053474W,32.1 m,330487.015,4674890.69,19,T
1.61E+18,0,,42.2078104N,42.20781,71.053474,71.053474W,31.9 m,330487.0182,4674890.823,19,T
1.61E+18,0,,42.2078114N,42.207811,71.053473,71.0534737W,31.9 m,330487.0456,4674890.934,19,T
1.61E+18,0,,42.2078124N,42.207812,71.053473,71.0534735W,31.9 m,330487.0648,4674891.045,19,T
1.61E+18,0,,42.2078138N,42.207813,71.053472,71.0534726W,31.6 m,330487.1429,4674891.198,19,T
1.61E+18,0,,42.2078143N,42.207814,71.053473,71.0534733W,31.5 m,330487.0864,4674891.255,19,T
1.61E+18,0,,42.2078136N,42.207813,71.053476,71.0534761W,31.8 m,330486.8534,4674891.183,19,T
1.61E+18,0,,42.2078129N,42.207812,71.05348,71.0534806W,32.1 m,330486.48,4674891.114,19,T
1.61E+18,0,,42.2078124N,42.207812,71.053487,71.0534877W,32.4 m,330485.8926,4674891.073,19,T
1.61E+18,0,,42.2078113N,42.207811,71.053497,71.0534972W,33.1 m,330485.1054,4674890.97,19,T
1.61E+18,0,,42.2078127N,42.207812,71.053509,71.0535095W,34.3 m,330484.0937,4674891.149,19,T
1.61E+18,0,,42.2078119N,42.207811,71.053518,71.0535187W,34.3 m,330483.3321,4674891.079,19,T
1.61E+18,0,,42.2078145N,42.207814,71.053525,71.0535257W,33.3 m,330482.7612,4674891.382,19,T
1.61E+18,0,,42.2078181N,42.207818,71.053531,71.0535318W,32.8 m,330482.2672,4674891.793,19,T
1.61E+18,0,,42.2078224N,42.207822,71.053536,71.0535368W,32.5 m,330481.866,4674892.281,19,T
1.61E+18,0,,42.2078219N,42.207821,71.053534,71.0535344W,32.9 m,330482.0628,4674892.221,19,T
1.61E+18,0,,42.2078238N,42.207823,71.053529,71.0535292W,32.2 m,330482.4971,4674892.421,19,T
1.61E+18,0,,42.2078257N,42.207825,71.053524,71.053524W,30.0 m,330482.9315,4674892.622,19,T
1.61E+18,0,,42.2078278N,42.207827,71.053515,71.053515W,27.5 m,330483.6801,4674892.837,19,T
1.61E+18,0,,42.2078362N,42.207836,71.053507,71.0535075W,24.5 m,330484.3217,4674893.755,19,T
1.61E+18,0,,42.2078468N,42.207846,71.053497,71.0534974W,22.0 m,330485.1838,4674894.912,19,T
1.61E+18,0,,42.2078691N,42.207869,71.053497,71.0534979W,19.6 m,330485.2022,4674897.389,19,T
1.61E+18,0,,42.2078872N,42.207887,71.053495,71.0534954W,19.7 m,330485.457,4674899.394,19,T
1.61E+18,0,,42.2079029N,42.207902,71.053488,71.0534888W,18.6 m,330486.0438,4674901.124,19,T
1.61E+18,0,,42.2079096N,42.207909,71.053476,71.0534765W,17.6 m,330487.0772,4674901.844,19,T
1.61E+18,0,,42.207925N,42.207925,71.053476,71.0534763W,19.0 m,330487.1349,4674903.553,19,T
1.61E+18,0,,42.2079482N,42.207948,71.053484,71.0534845W,20.9 m,330486.52,4674906.146,19,T
1.61E+18,0,,42.2079661N,42.207966,71.053486,71.0534865W,20.7 m,330486.4028,4674908.137,19,T
1.61E+18,0,,42.2079794N,42.207979,71.053485,71.0534853W,21.3 m,330486.5374,4674909.612,19,T
1.61E+18,0,,42.207992N,42.207992,71.053486,71.0534861W,21.7 m,330486.505,4674911.012,19,T
1.61E+18,0,,42.2080018N,42.208001,71.053484,71.0534848W,21.9 m,330486.6386,4674912.098,19,T
1.61E+18,0,,42.2080072N,42.208007,71.053483,71.0534833W,21.1 m,330486.7769,4674912.695,19,T
1.61E+18,0,,42.2080122N,42.208012,71.053488,71.0534883W,21.7 m,330486.3775,4674913.26,19,T
1.61E+18,0,,42.2080179N,42.208017,71.0535,71.0535004W,22.7 m,330485.3938,4674913.917,19,T
1.61E+18,0,,42.2080222N,42.208022,71.053504,71.0535047W,22.6 m,330485.0503,4674914.403,19,T
1.61E+18,0,,42.2080255N,42.208025,71.053508,71.0535084W,23.0 m,330484.7537,4674914.777,19,T
1.61E+18,0,,42.2080275N,42.208027,71.053509,71.0535098W,23.1 m,330484.6435,4674915.001,19,T
1.61E+18,0,,42.2080294N,42.208029,71.05351,71.0535104W,23.4 m,330484.5991,4674915.214,19,T
1.61E+18,0,,42.2080306N,42.20803,71.05351,71.0535109W,23.6 m,330484.561,4674915.348,19,T
1.61E+18,0,,42.2080314N,42.208031,71.053511,71.0535118W,23.7 m,330484.4888,4674915.438,19,T
1.61E+18,0,,42.2080318N,42.208031,71.053513,71.0535133W,23.7 m,330484.3661,4674915.486,19,T
1.61E+18,0,,42.2080335N,42.208033,71.053517,71.0535171W,23.5 m,330484.0569,4674915.682,19,T
1.61E+18,0,,42.2080346N,42.208034,71.053517,71.0535173W,23.1 m,330484.0434,4674915.805,19,T
1.61E+18,0,,42.2080352N,42.208035,71.053517,71.0535173W,23.2 m,330484.045,4674915.871,19,T
1.61E+18,0,,42.208036N,42.208036,71.053517,71.053517W,23.2 m,330484.0719,4674915.96,19,T
1.61E+18,0,,42.2080365N,42.208036,71.053516,71.0535165W,23.1 m,330484.1145,4674916.014,19,T
1.61E+18,0,,42.2080371N,42.208037,71.053515,71.0535153W,23.0 m,330484.2151,4674916.078,19,T
1.61E+18,0,,42.2080374N,42.208037,71.053514,71.0535147W,23.0 m,330484.2655,4674916.11,19,T
1.61E+18,0,,42.2080379N,42.208037,71.053514,71.0535142W,23.0 m,330484.3081,4674916.165,19,T
1.61E+18,0,,42.2080379N,42.208037,71.053514,71.0535148W,22.9 m,330484.2586,4674916.166,19,T
1.61E+18,0,,42.2080377N,42.208037,71.053515,71.0535156W,22.8 m,330484.192,4674916.146,19,T
1.61E+18,0,,42.208037N,42.208037,71.053517,71.0535173W,22.8 m,330484.0498,4674916.071,19,T
1.61E+18,0,,42.2080373N,42.208037,71.053516,71.0535166W,22.7 m,330484.1084,4674916.103,19,T
1.61E+18,0,,42.2080376N,42.208037,71.053516,71.0535162W,22.6 m,330484.1422,4674916.136,19,T
1.61E+18,0,,42.2080376N,42.208037,71.053516,71.0535166W,22.6 m,330484.1092,4674916.136,19,T
1.61E+18,0,,42.2080374N,42.208037,71.053517,71.0535179W,22.5 m,330484.0013,4674916.117,19,T
1.61E+18,0,,42.2080373N,42.208037,71.053519,71.0535193W,22.5 m,330483.8855,4674916.109,19,T
1.61E+18,0,,42.2080363N,42.208036,71.053522,71.0535222W,22.6 m,330483.6434,4674916.003,19,T
1.61E+18,0,,42.2080366N,42.208036,71.053522,71.0535224W,22.5 m,330483.6277,4674916.037,19,T
1.61E+18,0,,42.2080366N,42.208036,71.053522,71.0535229W,22.5 m,330483.5864,4674916.038,19,T
1.61E+18,0,,42.2080364N,42.208036,71.053523,71.0535236W,22.5 m,330483.5281,4674916.017,19,T
1.61E+18,0,,42.2080365N,42.208036,71.053523,71.0535236W,22.5 m,330483.5284,4674916.028,19,T
1.61E+18,0,,42.2080365N,42.208036,71.053523,71.0535238W,22.6 m,330483.5118,4674916.029,19,T
1.61E+18,0,,42.2080358N,42.208035,71.053525,71.0535252W,22.7 m,330483.3944,4674915.954,19,T
1.61E+18,0,,42.2080353N,42.208035,71.053526,71.0535263W,22.9 m,330483.3023,4674915.9,19,T
1.61E+18,0,,42.2080349N,42.208034,71.053526,71.0535269W,23.1 m,330483.2517,4674915.857,19,T
1.61E+18,0,,42.2080346N,42.208034,71.053527,71.0535271W,23.2 m,330483.2343,4674915.824,19,T
1.61E+18,0,,42.2080346N,42.208034,71.053526,71.0535268W,23.2 m,330483.2591,4674915.824,19,T
1.61E+18,0,,42.2080346N,42.208034,71.053526,71.0535266W,23.2 m,330483.2756,4674915.823,19,T
1.61E+18,0,,42.2080346N,42.208034,71.053526,71.0535263W,23.2 m,330483.3004,4674915.823,19,T
1.61E+18,0,,42.2080344N,42.208034,71.053526,71.0535265W,23.2 m,330483.2833,4674915.801,19,T
1.61E+18,0,,42.2080341N,42.208034,71.053527,71.053527W,23.3 m,330483.2413,4674915.769,19,T
1.61E+18,0,,42.208034N,42.208034,71.053526,71.0535268W,23.3 m,330483.2575,4674915.757,19,T
1.61E+18,0,,42.2080341N,42.208034,71.053526,71.0535266W,23.4 m,330483.2743,4674915.768,19,T
1.61E+18,0,,42.208034N,42.208034,71.053526,71.0535266W,23.4 m,330483.274,4674915.757,19,T
1.61E+18,0,,42.208034N,42.208034,71.053526,71.0535263W,23.4 m,330483.2988,4674915.756,19,T
1.61E+18,0,,42.2080336N,42.208033,71.053527,71.0535273W,23.5 m,330483.2152,4674915.714,19,T
1.61E+18,0,,42.2080332N,42.208033,71.053528,71.0535283W,23.6 m,330483.1315,4674915.671,19,T
1.61E+18,0,,42.2080329N,42.208032,71.053529,71.0535291W,23.6 m,330483.0647,4674915.639,19,T
1.61E+18,0,,42.2080327N,42.208032,71.053529,71.0535299W,23.6 m,330482.9981,4674915.619,19,T
1.61E+18,0,,42.2080325N,42.208032,71.05353,71.0535307W,23.6 m,330482.9315,4674915.598,19,T
1.61E+18,0,,42.2080325N,42.208032,71.053531,71.0535311W,23.5 m,330482.8985,4674915.599,19,T
1.61E+18,0,,42.2080327N,42.208032,71.053531,71.0535311W,23.4 m,330482.899,4674915.621,19,T
1.61E+18,0,,42.2080328N,42.208032,71.053531,71.0535315W,23.3 m,330482.8663,4674915.633,19,T
1.61E+18,0,,42.2080328N,42.208032,71.053532,71.053532W,23.2 m,330482.825,4674915.634,19,T
1.61E+18,0,,42.208033N,42.208033,71.053532,71.0535326W,23.0 m,330482.776,4674915.658,19,T
1.61E+18,0,,42.208033N,42.208033,71.053533,71.0535333W,22.9 m,330482.7182,4674915.659,19,T
1.61E+18,0,,42.208033N,42.208033,71.053534,71.0535343W,22.6 m,330482.6357,4674915.661,19,T
1.61E+18,0,,42.2080328N,42.208032,71.053535,71.0535351W,22.4 m,330482.5691,4674915.64,19,T
1.61E+18,0,,42.2080328N,42.208032,71.053536,71.0535365W,22.1 m,330482.4535,4674915.643,19,T
1.61E+18,0,,42.2080327N,42.208032,71.053538,71.053538W,21.9 m,330482.3294,4674915.635,19,T
1.61E+18,0,,42.2080323N,42.208032,71.053539,71.0535399W,21.8 m,330482.1715,4674915.594,19,T
1.61E+18,0,,42.208032N,42.208032,71.053541,71.0535419W,21.6 m,330482.0056,4674915.565,19,T
1.61E+18,0,,42.2080319N,42.208031,71.053543,71.0535438W,21.4 m,330481.8485,4674915.558,19,T
1.61E+18,0,,42.2080323N,42.208032,71.053546,71.0535463W,21.0 m,330481.6432,4674915.607,19,T
1.61E+18,0,,42.208033N,42.208033,71.053548,71.0535482W,20.6 m,330481.4882,4674915.689,19,T
1.61E+18,0,,42.2080336N,42.208033,71.053549,71.0535499W,20.2 m,330481.3495,4674915.759,19,T
1.61E+18,0,,42.2080341N,42.208034,71.053551,71.0535512W,19.8 m,330481.2435,4674915.817,19,T
1.61E+18,0,,42.2080348N,42.208034,71.053553,71.0535538W,19.3 m,330481.0307,4674915.9,19,T
1.61E+18,0,,42.2080349N,42.208034,71.053555,71.053555W,19.0 m,330480.9319,4674915.913,19,T
1.61E+18,0,,42.2080351N,42.208035,71.053556,71.0535561W,18.9 m,330480.8417,4674915.937,19,T
1.61E+18,0,,42.2080355N,42.208035,71.053556,71.0535568W,18.8 m,330480.7849,4674915.983,19,T
1.61E+18,0,,42.2080354N,42.208035,71.053557,71.053557W,18.9 m,330480.7682,4674915.973,19,T
1.61E+18,0,,42.2080379N,42.208037,71.053554,71.0535543W,19.3 m,330480.9977,4674916.245,19,T
1.61E+18,0,,42.2080434N,42.208043,71.053553,71.0535534W,19.4 m,330481.0867,4674916.854,19,T
1.61E+18,0,,42.208053N,42.208053,71.053545,71.0535455W,18.9 m,330481.7646,4674917.904,19,T
1.61E+18,0,,42.2080623N,42.208062,71.053535,71.0535357W,19.5 m,330482.5985,4674918.917,19,T
1.61E+18,0,,42.2080727N,42.208072,71.053527,71.0535275W,20.6 m,330483.3032,4674920.056,19,T
1.61E+18,0,,42.2080815N,42.208081,71.053519,71.0535199W,20.9 m,330483.9542,4674921.018,19,T
1.61E+18,0,,42.2080891N,42.208089,71.05351,71.0535107W,21.2 m,330484.734,4674921.843,19,T
1.61E+18,0,,42.2080958N,42.208095,71.053505,71.0535051W,21.0 m,330485.2142,4674922.576,19,T
1.61E+18,0,,42.2081022N,42.208102,71.053501,71.0535013W,20.7 m,330485.545,4674923.279,19,T
1.61E+18,0,,42.2081091N,42.208109,71.053495,71.0534952W,20.4 m,330486.067,4674924.033,19,T
1.61E+18,0,,42.2081163N,42.208116,71.053488,71.0534882W,19.9 m,330486.6642,4674924.819,19,T
1.61E+18,0,,42.2081233N,42.208123,71.053481,71.0534813W,19.4 m,330487.2525,4674925.582,19,T
1.61E+18,0,,42.2081292N,42.208129,71.053477,71.0534772W,19.0 m,330487.6067,4674926.229,19,T
1.61E+18,0,,42.2081345N,42.208134,71.05347,71.0534705W,18.8 m,330488.174,4674926.805,19,T
1.61E+18,0,,42.2081386N,42.208138,71.05346W,71.05346W,18.6 m,330489.0518,4674927.239,19,T
1.61E+18,0,,42.2081425N,42.208142,71.053447,71.0534474W,18.4 m,330490.1024,4674927.647,19,T
1.61E+18,0,,42.208147N,42.208147,71.053434,71.0534342W,17.8 m,330491.2041,4674928.12,19,T
1.61E+18,0,,42.2081505N,42.20815,71.053422,71.0534223W,17.5 m,330492.1958,4674928.485,19,T
1.61E+18,0,,42.2081527N,42.208152,71.053413,71.0534131W,17.6 m,330492.9612,4674928.711,19,T
1.61E+18,0,,42.2081538N,42.208153,71.053408,71.0534084W,17.6 m,330493.3522,4674928.824,19,T
1.61E+18,0,,42.2081539N,42.208153,71.053406,71.0534065W,17.6 m,330493.5093,4674928.831,19,T
1.61E+18,0,,42.2081538N,42.208153,71.053404,71.0534047W,17.5 m,330493.6576,4674928.817,19,T
1.61E+18,0,,42.2081531N,42.208153,71.053402,71.0534024W,17.4 m,330493.8456,4674928.734,19,T
1.61E+18,0,,42.2081525N,42.208152,71.053401,71.0534013W,17.5 m,330493.9348,4674928.666,19,T
1.61E+18,0,,42.2081522N,42.208152,71.053399,71.0533998W,17.6 m,330494.0578,4674928.629,19,T
1.61E+18,0,,42.2081531N,42.208153,71.053397,71.053397W,17.5 m,330494.2914,4674928.724,19,T
1.61E+18,0,,42.2081538N,42.208153,71.053391,71.053391W,17.3 m,330494.7886,4674928.79,19,T
1.61E+18,0,,42.2081545N,42.208154,71.053385,71.0533855W,17.2 m,330495.2445,4674928.856,19,T
1.61E+18,0,,42.2081544N,42.208154,71.053381,71.0533819W,17.0 m,330495.5414,4674928.838,19,T
1.61E+18,0,,42.2081535N,42.208153,71.053377,71.0533778W,16.4 m,330495.8775,4674928.73,19,T
1.61E+18,0,,42.2081528N,42.208152,71.053375,71.0533755W,16.5 m,330496.0655,4674928.648,19,T
1.61E+18,0,,42.2081523N,42.208152,71.053374,71.0533742W,16.3 m,330496.1714,4674928.59,19,T
1.61E+18,0,,42.2081515N,42.208151,71.053373,71.0533737W,16.0 m,330496.2106,4674928.5,19,T
1.61E+18,0,,42.2081509N,42.20815,71.053372,71.0533729W,16.1 m,330496.275,4674928.432,19,T
1.61E+18,0,,42.2081508N,42.20815,71.053374,71.0533747W,15.8 m,330496.1261,4674928.424,19,T
1.61E+18,0,,42.2081502N,42.20815,71.053375,71.0533753W,15.7 m,330496.075,4674928.359,19,T
1.61E+18,0,,42.2081495N,42.208149,71.053374,71.0533749W,15.7 m,330496.1062,4674928.28,19,T
1.61E+18,0,,42.2081493N,42.208149,71.053373,71.0533736W,16.0 m,330496.2129,4674928.255,19,T
1.61E+18,0,,42.208149N,42.208149,71.053373,71.053373W,16.0 m,330496.2617,4674928.221,19,T
1.61E+18,0,,42.2081486N,42.208148,71.053372,71.0533723W,16.0 m,330496.3184,4674928.175,19,T
1.61E+18,0,,42.208148N,42.208148,71.053371,71.0533716W,16.1 m,330496.3746,4674928.107,19,T
1.61E+18,0,,42.2081474N,42.208147,71.05337,71.0533709W,16.1 m,330496.4308,4674928.039,19,T
1.61E+18,0,,42.2081469N,42.208146,71.05337,71.0533702W,16.1 m,330496.4872,4674927.982,19,T
1.61E+18,0,,42.2081455N,42.208145,71.053368,71.0533686W,16.0 m,330496.6155,4674927.823,19,T
1.61E+18,0,,42.2081441N,42.208144,71.053366,71.0533669W,15.9 m,330496.7521,4674927.665,19,T
1.61E+18,0,,42.2081428N,42.208142,71.053365,71.0533657W,15.8 m,330496.8477,4674927.518,19,T
1.61E+18,0,,42.2081418N,42.208141,71.053364,71.0533647W,15.7 m,330496.9276,4674927.405,19,T
1.61E+18,0,,42.2081402N,42.20814,71.053363,71.0533635W,15.5 m,330497.0224,4674927.225,19,T
1.61E+18,0,,42.2081392N,42.208139,71.053362,71.0533626W,15.3 m,330497.094,4674927.112,19,T
1.61E+18,0,,42.2081381N,42.208138,71.053362,71.0533622W,15.1 m,330497.1241,4674926.989,19,T
1.61E+18,0,,42.208137N,42.208137,71.053361,71.0533618W,14.9 m,330497.1542,4674926.866,19,T
1.61E+18,0,,42.2081365N,42.208136,71.053361,71.0533611W,14.8 m,330497.2106,4674926.809,19,T
1.61E+18,0,,42.2081358N,42.208135,71.05336,71.0533602W,14.7 m,330497.283,4674926.73,19,T
1.61E+18,0,,42.2081363N,42.208136,71.053358,71.0533585W,14.6 m,330497.4247,4674926.782,19,T
1.61E+18,0,,42.2081382N,42.208138,71.053356,71.0533567W,14.7 m,330497.5784,4674926.989,19,T
1.61E+18,0,,42.2081391N,42.208139,71.053353,71.0533536W,14.6 m,330497.8367,4674927.083,19,T
1.61E+18,0,,42.2081403N,42.20814,71.053352,71.0533523W,14.6 m,330497.9472,4674927.214,19,T
1.61E+18,0,,42.2081413N,42.208141,71.053351,71.0533515W,14.6 m,330498.016,4674927.323,19,T
1.61E+18,0,,42.2081425N,42.208142,71.05335,71.0533508W,14.4 m,330498.077,4674927.455,19,T
1.61E+18,0,,42.2081429N,42.208142,71.05335,71.0533508W,14.2 m,330498.078,4674927.499,19,T
1.61E+18,0,,42.2081427N,42.208142,71.05335,71.0533505W,13.9 m,330498.1023,4674927.476,19,T
1.61E+18,0,,42.2081427N,42.208142,71.05335,71.0533503W,13.8 m,330498.1188,4674927.476,19,T
1.61E+18,0,,42.2081431N,42.208143,71.05335,71.0533502W,13.6 m,330498.1281,4674927.52,19,T
1.61E+18,0,,42.2081441N,42.208144,71.05335,71.0533504W,13.5 m,330498.1143,4674927.632,19,T
1.61E+18,0,,42.2081454N,42.208145,71.05335,71.0533505W,13.3 m,330498.1095,4674927.776,19,T
1.61E+18,0,,42.2081478N,42.208147,71.05335,71.0533504W,12.9 m,330498.1241,4674928.043,19,T
1.61E+18,0,,42.2081492N,42.208149,71.05335,71.0533503W,12.7 m,330498.1361,4674928.198,19,T
1.61E+18,0,,42.2081505N,42.20815,71.05335,71.0533503W,12.5 m,330498.1396,4674928.342,19,T
1.61E+18,0,,42.2081515N,42.208151,71.05335,71.0533503W,12.4 m,330498.1423,4674928.453,19,T
1.61E+18,0,,42.2081521N,42.208152,71.05335,71.0533504W,12.4 m,330498.1356,4674928.52,19,T
1.61E+18,0,,42.2081527N,42.208152,71.05335,71.0533503W,12.4 m,330498.1455,4674928.586,19,T
1.61E+18,0,,42.2081533N,42.208153,71.05335,71.0533503W,12.4 m,330498.1471,4674928.653,19,T
1.61E+18,0,,42.2081542N,42.208154,71.05335,71.0533507W,12.4 m,330498.1165,4674928.754,19,T
1.61E+18,0,,42.2081553N,42.208155,71.05335,71.0533509W,12.3 m,330498.1029,4674928.876,19,T
1.61E+18,0,,42.2081571N,42.208157,71.053351,71.0533514W,12.1 m,330498.0665,4674929.077,19,T
1.61E+18,0,,42.2081581N,42.208158,71.053351,71.0533519W,12.1 m,330498.0279,4674929.189,19,T
1.61E+18,0,,42.208159N,42.208159,71.053352,71.0533523W,12.1 m,330497.9973,4674929.29,19,T
1.61E+18,0,,42.20816N,42.20816N,71.053352,71.0533526W,12.0 m,330497.9752,4674929.402,19,T
1.61E+18,0,,42.2081641N,42.208164,71.053352,71.0533526W,11.1 m,330497.9861,4674929.857,19,T
1.61E+18,0,,42.2081667N,42.208166,71.053352,71.0533526W,10.5 m,330497.9931,4674930.146,19,T
1.61E+18,0,,42.208168N,42.208168,71.053352,71.0533527W,10.4 m,330497.9883,4674930.29,19,T
1.61E+18,0,,42.2081687N,42.208168,71.053352,71.0533527W,10.2 m,330497.9902,4674930.368,19,T
1.61E+18,0,,42.2081695N,42.208169,71.053351,71.0533518W,10.1 m,330498.0666,4674930.455,19,T
